State,StateFIPS,CountyFIPS,AreaName,All_Poverty,M_Poverty,F_Poverty
VA,51,710,"Norfolk city, Virginia",46288,21633,24655
VA,51,720,"Norton city, Virginia",949,369,580
VA,51,730,"Petersburg city, Virginia",8795,3584,5211
VA,51,735,"Poquoson city, Virginia",502,134,368
VA,51,740,"Portsmouth city, Virginia",17000,6563,10437
VA,51,750,"Radford city, Virginia",5497,2608,2889
VA,51,760,"Richmond city, Virginia",51828,22792,29036
VA,51,770,"Roanoke city, Virginia",20514,8945,11569
VA,51,775,"Salem city, Virginia",2578,1082,1496
VA,51,790,"Staunton city, Virginia",4052,1677,2375
VA,51,800,"Suffolk city, Virginia",9835,4190,5645
VA,51,810,"Virginia Beach city, Virginia",36267,15055,21212
VA,51,820,"Waynesboro city, Virginia",3796,1496,2300
VA,51,830,"Williamsburg city, Virginia",2401,1108,1293
VA,51,840,"Winchester city, Virginia",4200,1784,2416
VT,50,001,"Addison County, Vermont",3124,1498,1626
VT,50,003,"Bennington County, Vermont",4735,2226,2509
VT,50,005,"Caledonia County, Vermont",3733,1458,2275
VT,50,007,"Chittenden County, Vermont",17045,7513,9532
VT,50,009,"Essex County, Vermont",929,412,517
VT,50,011,"Franklin County, Vermont",4147,1893,2254
VT,50,013,"Grand Isle County, Vermont",598,275,323
VT,50,015,"Lamoille County, Vermont",2887,1126,1761
VT,50,017,"Orange County, Vermont",3498,1601,1897
VT,50,019,"Orleans County, Vermont",4070,1866,2204
VT,50,021,"Rutland County, Vermont",7276,3507,3769
VT,50,023,"Washington County, Vermont",5729,2530,3199
VT,50,025,"Windham County, Vermont",5421,2361,3060
VT,50,027,"Windsor County, Vermont",6041,2725,3316
WA,53,001,"Adams County, Washington",4019,1948,2071
WA,53,003,"Asotin County, Washington",3301,1474,1827
WA,53,005,"Benton County, Washington",26013,11805,14208
WA,53,007,"Chelan County, Washington",10466,4799,5667
WA,53,009,"Clallam County, Washington",10682,4864,5818
WA,53,011,"Clark County, Washington",49314,21861,27453
WA,53,013,"Columbia County, Washington",690,357,333
WA,53,015,"Cowlitz County, Washington",17609,8049,9560
WA,53,017,"Douglas County, Washington",5835,2677,3158
WA,53,019,"Ferry County, Washington",1659,906,753
WA,53,021,"Franklin County, Washington",15406,7067,8339
WA,53,023,"Garfield County, Washington",252,95,157
WA,53,025,"Grant County, Washington",16295,7498,8797
WA,53,027,"Grays Harbor County, Washington",12357,5580,6777
WA,53,029,"Island County, Washington",7430,3115,4315
WA,53,031,"Jefferson County, Washington",3508,1500,2008
WA,53,033,"King County, Washington",226204,105541,120663
WA,53,035,"Kitsap County, Washington",26349,11851,14498
WA,53,037,"Kittitas County, Washington",8804,3868,4936
WA,53,039,"Klickitat County, Washington",3150,1141,2009
WA,53,041,"Lewis County, Washington",12126,5448,6678
WA,53,043,"Lincoln County, Washington",1562,720,842
WA,53,045,"Mason County, Washington",10166,5632,4534
WA,53,047,"Okanogan County, Washington",8646,4399,4247
WA,53,049,"Pacific County, Washington",3918,1788,2130
WA,53,051,"Pend Oreille County, Washington",2753,1293,1460
WA,53,053,"Pierce County, Washington",102233,45865,56368
WA,53,055,"San Juan County, Washington",1823,731,1092
WA,53,057,"Skagit County, Washington",18815,8499,10316
WA,53,059,"Skamania County, Washington",1526,627,899
WA,53,061,"Snohomish County, Washington",74826,33579,41247
WA,53,063,"Spokane County, Washington",74110,35552,38558
WA,53,065,"Stevens County, Washington",7753,3573,4180
WA,53,067,"Thurston County, Washington",32101,14506,17595
WA,53,069,"Wahkiakum County, Washington",674,298,376
WA,53,071,"Walla Walla County, Washington",9535,4153,5382
WA,53,073,"Whatcom County, Washington",32328,14556,17772
WA,53,075,"Whitman County, Washington",12580,6698,5882
WA,53,077,"Yakima County, Washington",51694,23973,27721
WI,55,001,"Adams County, Wisconsin",2704,1437,1267
WI,55,003,"Ashland County, Wisconsin",2398,1017,1381
WI,55,005,"Barron County, Wisconsin",5640,2618,3022
WI,55,007,"Bayfield County, Wisconsin",1719,772,947
WI,55,009,"Brown County, Wisconsin",28969,12381,16588
WI,55,011,"Buffalo County, Wisconsin",1500,716,784
WI,55,013,"Burnett County, Wisconsin",2371,1171,1200
WI,55,015,"Calumet County, Wisconsin",3434,1377,2057
WI,55,017,"Chippewa County, Wisconsin",6081,2915,3166
WI,55,019,"Clark County, Wisconsin",5504,2419,3085
WI,55,021,"Columbia County, Wisconsin",4844,2124,2720
WI,55,023,"Crawford County, Wisconsin",2023,869,1154
WI,55,025,"Dane County, Wisconsin",64062,28989,35073
WI,55,027,"Dodge County, Wisconsin",7658,3436,4222
WI,55,029,"Door County, Wisconsin",2766,1255,1511
WI,55,031,"Douglas County, Wisconsin",6713,3156,3557
WI,55,033,"Dunn County, Wisconsin",6140,2632,3508
WI,55,035,"Eau Claire County, Wisconsin",14862,6739,8123
WI,55,037,"Florence County, Wisconsin",409,160,249
WI,55,039,"Fond du Lac County, Wisconsin",9071,3932,5139
WI,55,041,"Forest County, Wisconsin",1505,729,776
WI,55,043,"Grant County, Wisconsin",7318,3707,3611
WI,55,045,"Green County, Wisconsin",3253,1413,1840
WI,55,047,"Green Lake County, Wisconsin",2274,1143,1131
WI,55,049,"Iowa County, Wisconsin",2448,1154,1294
WI,55,051,"Iron County, Wisconsin",653,277,376
WI,55,053,"Jackson County, Wisconsin",2810,1234,1576
WI,55,055,"Jefferson County, Wisconsin",8597,3917,4680
WI,55,057,"Juneau County, Wisconsin",3567,1754,1813
WI,55,059,"Kenosha County, Wisconsin",24823,11271,13552
WI,55,061,"Kewaunee County, Wisconsin",1800,762,1038
WI,55,063,"La Crosse County, Wisconsin",16616,7106,9510
WI,55,065,"Lafayette County, Wisconsin",1800,809,991
WI,55,067,"Langlade County, Wisconsin",3063,1523,1540
WI,55,069,"Lincoln County, Wisconsin",2800,1249,1551
WI,55,071,"Manitowoc County, Wisconsin",7957,3304,4653
WI,55,073,"Marathon County, Wisconsin",14095,6537,7558
WI,55,075,"Marinette County, Wisconsin",5168,2229,2939
WI,55,077,"Marquette County, Wisconsin",2069,994,1075
WI,55,078,"Menominee County, Wisconsin",1535,735,800
WI,55,079,"Milwaukee County, Wisconsin",201124,91053,110071
WI,55,081,"Monroe County, Wisconsin",6676,3011,3665
WI,55,083,"Oconto County, Wisconsin",3466,1682,1784
WI,55,085,"Oneida County, Wisconsin",3632,1646,1986
WI,55,087,"Outagamie County, Wisconsin",15723,7230,8493
WI,55,089,"Ozaukee County, Wisconsin",4467,1716,2751
WI,55,091,"Pepin County, Wisconsin",947,403,544
WI,55,093,"Pierce County, Wisconsin",4615,2047,2568
WI,55,095,"Polk County, Wisconsin",4407,1978,2429
WI,55,097,"Portage County, Wisconsin",10095,5009,5086
WI,55,099,"Price County, Wisconsin",1860,888,972
WI,55,101,"Racine County, Wisconsin",23768,9979,13789
WI,55,103,"Richland County, Wisconsin",2609,1271,1338
WI,55,105,"Rock County, Wisconsin",23498,10753,12745
WI,55,107,"Rusk County, Wisconsin",2252,1121,1131
WI,55,109,"St. Croix County, Wisconsin",5502,2468,3034
WI,55,111,"Sauk County, Wisconsin",7656,3355,4301
WI,55,113,"Sawyer County, Wisconsin",2673,1195,1478
WI,55,115,"Shawano County, Wisconsin",4451,1998,2453
WI,55,117,"Sheboygan County, Wisconsin",10348,4731,5617
WI,55,119,"Taylor County, Wisconsin",2527,1150,1377
WI,55,121,"Trempealeau County, Wisconsin",3078,1355,1723
WI,55,123,"Vernon County, Wisconsin",4757,2125,2632
WI,55,125,"Vilas County, Wisconsin",3047,1365,1682
WI,55,127,"Walworth County, Wisconsin",13499,5855,7644
WI,55,129,"Washburn County, Wisconsin",2022,911,1111
WI,55,131,"Washington County, Wisconsin",7375,2950,4425
WI,55,133,"Waukesha County, Wisconsin",20433,8852,11581
WI,55,135,"Waupaca County, Wisconsin",5232,2328,2904
WI,55,137,"Waushara County, Wisconsin",2385,1092,1293
WI,55,139,"Winnebago County, Wisconsin",19209,8291,10918
WI,55,141,"Wood County, Wisconsin",7996,3644,4352
WV,54,001,"Barbour County, West Virginia",3482,1682,1800
WV,54,003,"Berkeley County, West Virginia",15235,6801,8434
WV,54,005,"Boone County, West Virginia",5529,2643,2886
WV,54,007,"Braxton County, West Virginia",2941,1496,1445
WV,54,009,"Brooke County, West Virginia",2960,1290,1670
WV,54,011,"Cabell County, West Virginia",20110,8964,11146
WV,54,013,"Calhoun County, West Virginia",1314,569,745
WV,54,015,"Clay County, West Virginia",2530,1119,1411
WV,54,017,"Doddridge County, West Virginia",1190,457,733
WV,54,019,"Fayette County, West Virginia",8683,3956,4727
WV,54,021,"Gilmer County, West Virginia",1781,977,804
WV,54,023,"Grant County, West Virginia",1791,882,909
WV,54,025,"Greenbrier County, West Virginia",6530,2939,3591
WV,54,027,"Hampshire County, West Virginia",4721,2317,2404
WV,54,029,"Hancock County, West Virginia",4835,2034,2801
WV,54,031,"Hardy County, West Virginia",1863,773,1090
WV,54,033,"Harrison County, West Virginia",11072,4992,6080
WV,54,035,"Jackson County, West Virginia",4743,2268,2475
WV,54,037,"Jefferson County, West Virginia",6222,2521,3701
WV,54,039,"Kanawha County, West Virginia",29703,13258,16445
WV,54,041,"Lewis County, West Virginia",3357,1583,1774
WV,54,043,"Lincoln County, West Virginia",5870,2758,3112
WV,54,045,"Logan County, West Virginia",6902,2915,3987
WV,54,047,"McDowell County, West Virginia",6943,3196,3747
WV,54,049,"Marion County, West Virginia",8980,4005,4975
WV,54,051,"Marshall County, West Virginia",4128,1676,2452
WV,54,053,"Mason County, West Virginia",5075,2409,2666
WV,54,055,"Mercer County, West Virginia",13236,5322,7914
WV,54,057,"Mineral County, West Virginia",4562,2071,2491
WV,54,059,"Mingo County, West Virginia",6654,2873,3781
WV,54,061,"Monongalia County, West Virginia",20923,10509,10414
WV,54,063,"Monroe County, West Virginia",2252,894,1358
WV,54,065,"Morgan County, West Virginia",2218,879,1339
WV,54,067,"Nicholas County, West Virginia",4636,2006,2630
WV,54,069,"Ohio County, West Virginia",6658,2958,3700
WV,54,071,"Pendleton County, West Virginia",1500,776,724
WV,54,073,"Pleasants County, West Virginia",1260,616,644
WV,54,075,"Pocahontas County, West Virginia",1382,568,814
WV,54,077,"Preston County, West Virginia",4574,2002,2572
WV,54,079,"Putnam County, West Virginia",5494,2026,3468
WV,54,081,"Raleigh County, West Virginia",13322,5897,7425
WV,54,083,"Randolph County, West Virginia",4610,1968,2642
WV,54,085,"Ritchie County, West Virginia",2071,995,1076
WV,54,087,"Roane County, West Virginia",3165,1382,1783
WV,54,089,"Summers County, West Virginia",2184,1100,1084
WV,54,091,"Taylor County, West Virginia",2731,1296,1435
WV,54,093,"Tucker County, West Virginia",1013,450,563
WV,54,095,"Tyler County, West Virginia",1765,675,1090
WV,54,097,"Upshur County, West Virginia",4189,1928,2261
WV,54,099,"Wayne County, West Virginia",8468,3971,4497
WV,54,101,"Webster County, West Virginia",2307,1033,1274
WV,54,103,"Wetzel County, West Virginia",3169,1354,1815
WV,54,105,"Wirt County, West Virginia",792,291,501
WV,54,107,"Wood County, West Virginia",14825,6309,8516
WV,54,109,"Wyoming County, West Virginia",4934,2320,2614
WY,56,001,"Albany County, Wyoming",9510,4748,4762
WY,56,003,"Big Horn County, Wyoming",1408,632,776
WY,56,005,"Campbell County, Wyoming",3412,1380,2032
WY,56,007,"Carbon County, Wyoming",2280,948,1332
WY,56,009,"Converse County, Wyoming",1308,486,822
WY,56,011,"Crook County, Wyoming",362,206,156
WY,56,013,"Fremont County, Wyoming",5637,2586,3051
WY,56,015,"Goshen County, Wyoming",2261,1048,1213
WY,56,017,"Hot Springs County, Wyoming",500,140,360
WY,56,019,"Johnson County, Wyoming",534,294,240
WY,56,021,"Laramie County, Wyoming",9369,3777,5592
WY,56,023,"Lincoln County, Wyoming",1435,662,773
WY,56,025,"Natrona County, Wyoming",8407,3605,4802
WY,56,027,"Niobrara County, Wyoming",328,154,174
WY,56,029,"Park County, Wyoming",2024,492,1532
WY,56,031,"Platte County, Wyoming",1391,562,829
WY,56,033,"Sheridan County, Wyoming",2381,1210,1171
WY,56,035,"Sublette County, Wyoming",812,453,359
WY,56,037,"Sweetwater County, Wyoming",5058,2177,2881
WY,56,039,"Teton County, Wyoming",1638,1026,612
WY,56,041,"Uinta County, Wyoming",2845,1453,1392
WY,56,043,"Washakie County, Wyoming",1137,489,648
WY,56,045,"Weston County, Wyoming",958,354,604
